DRG Definition	Provider Id	Provider Name	Provider Street Address	Provider City	Provider State	Provider Zip Code	Hospital Referral Region Description	 Total Discharges 	 Average Covered Charges    Average Total Payments 	Average Medicare Payments
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50464	DOCTORS MEDICAL CENTER	1441 FLORIDA AVENUE	MODESTO	CA	95350	CA - Modesto	35	$72,225.31 	$8,882.77 	$7,953.97 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50481	WEST HILLS HOSPITAL & MEDICAL CENTER	7300 MEDICAL CENTER DR	WEST HILLS	CA	91307	CA - Los Angeles	16	$64,346.68 	$6,770.06 	$5,718.81 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50496	JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS	2540 EAST ST	CONCORD	CA	94520	CA - Contra Costa County	20	$79,033.50 	$8,485.00 	$7,582.60 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50516	MERCY SAN JUAN MEDICAL CENTER	6501 COYLE AVE	CARMICHAEL	CA	95608	CA - Sacramento	39	$54,446.46 	$9,882.15 	$7,246.15 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50549	LOS ROBLES HOSPITAL & MEDICAL CENTER	215 W JANSS RD	THOUSAND OAKS	CA	91360	CA - Ventura	11	$56,328.90 	$7,835.00 	$6,914.63 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50551	LOS ALAMITOS MEDICAL CENTER	3751 KATELLA AVENUE	LOS ALAMITOS	CA	90720	CA - Orange County	13	$64,229.61 	$6,719.38 	$5,177.23 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50557	MEMORIAL  MEDICAL CENTER	1700 COFFEE RD	MODESTO	CA	95355	CA - Modesto	41	$60,264.97 	$7,457.39 	$6,440.51 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50573	EISENHOWER MEDICAL CENTER	39-000 BOB HOPE DRIVE	RANCHO MIRAGE	CA	92270	CA - Palm Springs/Rancho M	53	$50,977.01 	$6,519.71 	$5,129.47 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50599	UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER	2315 STOCKTON BOULEVARD	SACRAMENTO	CA	95817	CA - Sacramento	13	$146,892.00 	$11,514.38 	$9,758.30 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50603	SADDLEBACK MEMORIAL MEDICAL CENTER	24451 HEALTH CENTER DRIVE	LAGUNA HILLS	CA	92653	CA - Orange County	14	$44,761.50 	$6,496.42 	$5,533.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50625	CEDARS-SINAI MEDICAL CENTER	8700 BEVERLY BLVD	LOS ANGELES	CA	90048	CA - Los Angeles	40	$72,784.00 	$9,754.92 	$7,705.97 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50701	SOUTHWEST HEALTHCARE SYSTEM	25500 MEDICAL CENTER DRIVE	MURRIETA	CA	92562	CA - San Diego	14	$26,258.00 	$7,244.28 	$6,283.14 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50732	FRESNO HEART AND SURGICAL HOSPITAL	15 EAST AUDUBON DRIVE	FRESNO	CA	93720	CA - Fresno	66	$20,227.66 	$6,390.25 	$5,352.77 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50757	ALVARADO HOSPITAL MEDICAL CENTER	6655 ALVARADO ROAD	SAN DIEGO	CA	92120	CA - San Diego	15	$31,017.06 	$7,199.80 	$6,249.06 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50761	PROVIDENCE TARZANA MEDICAL CENTER	18321 CLARK STREET	TARZANA	CA	91356	CA - Los Angeles	48	$70,478.25 	$7,174.89 	$6,066.95 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	50764	SHASTA REGIONAL MEDICAL CENTER	1100 BUTTE ST	REDDING	CA	96001	CA - Redding	13	$74,093.92 	$7,852.00 	$6,814.46 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60001	NORTH COLORADO MEDICAL CENTER	1801 16TH STREET	GREELEY	CO	80631	CO - Greeley	16	$33,135.68 	$8,359.12 	$5,379.06 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60013	MERCY REGIONAL MEDICAL CENTER	1010 THREE SPRINGS BLVD	DURANGO	CO	81301	NM - Albuquerque	11	$26,928.54 	$7,578.63 	$6,658.27 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60014	PRESBYTERIAN/ST LUKE'S MEDICAL CENTER	1719 E 19TH AVE	DENVER	CO	80218	CO - Denver	20	$46,569.30 	$7,570.95 	$6,615.15 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60020	PARKVIEW MEDICAL CENTER INC	400 W 16TH STREET	PUEBLO	CO	81003	CO - Pueblo	33	$37,752.30 	$6,259.96 	$5,077.21 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60022	MEMORIAL HOSPITAL CENTRAL	1400 E BOULDER ST	COLORADO SPRING	CO	80909	CO - Colorado Springs	56	$27,170.46 	$6,627.89 	$5,011.08 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60023	ST MARYS HOSPITAL AND MEDICAL CENTER	2635 N 7TH STREET	GRAND JUNCTION	CO	81502	CO - Grand Junction	38	$22,619.02 	$6,945.57 	$5,914.73 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60031	CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES	2222 N NEVADA AVE	COLORADO SPRING	CO	80907	CO - Colorado Springs	17	$33,369.76 	$5,925.94 	$4,999.35 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60064	CENTURA HEALTH-PORTER ADVENTIST HOSPITAL	2525 S DOWNING ST	DENVER	CO	80210	CO - Denver	19	$33,355.73 	$6,119.68 	$5,113.57 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60100	MEDICAL CENTER OF AURORA, THE	1501 S POTOMAC ST	AURORA	CO	80012	CO - Denver	20	$63,986.40 	$8,613.80 	$4,841.60 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	60119	MEDICAL CENTER OF THE ROCKIES	2500 ROCKY MOUNTAIN AVENUE	LOVELAND	CO	80538	CO - Greeley	25	$27,634.88 	$6,517.68 	$4,589.28 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70001	HOSPITAL OF ST RAPHAEL	1450 CHAPEL ST	NEW HAVEN	CT	6511	CT - New Haven	50	$18,103.18 	$8,099.68 	$7,112.92 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70002	ST FRANCIS HOSPITAL & MEDICAL CENTER	114 WOODLAND STREET	HARTFORD	CT	6105	CT - Hartford	38	$13,479.31 	$8,025.13 	$6,663.86 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70010	BRIDGEPORT HOSPITAL	267 GRANT STREET	BRIDGEPORT	CT	6610	CT - Bridgeport	14	$27,697.57 	$8,972.35 	$7,870.85 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70012	ROCKVILLE GENERAL HOSPITAL	31 UNION ST	ROCKVILLE	CT	6066	CT - Hartford	11	$16,060.63 	$6,675.90 	$5,967.18 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70016	SAINT MARYS HOSPITAL	56 FRANKLIN ST	WATERBURY	CT	6706	CT - New Haven	22	$21,229.09 	$7,907.18 	$6,657.90 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70017	MIDSTATE MEDICAL CENTER	435 LEWIS AVE	MERIDEN	CT	6450	CT - New Haven	19	$18,847.68 	$7,002.68 	$6,056.15 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70018	GREENWICH HOSPITAL ASSOCIATION	5 PERRYRIDGE RD	GREENWICH	CT	6830	CT - Bridgeport	15	$38,982.66 	$7,268.13 	$6,519.86 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70020	MIDDLESEX HOSPITAL	28 CRESCENT ST	MIDDLETOWN	CT	6457	CT - Hartford	29	$20,848.20 	$8,417.00 	$5,762.82 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70022	YALE-NEW HAVEN HOSPITAL	20 YORK ST	NEW HAVEN	CT	6504	CT - New Haven	23	$27,901.34 	$9,685.26 	$8,252.26 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70024	WILLIAM W BACKUS HOSPITAL	326 WASHINGTON ST	NORWICH	CT	6360	CT - Hartford	24	$16,739.37 	$7,333.66 	$5,695.79 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70025	HARTFORD HOSPITAL	80 SEYMOUR STREET	HARTFORD	CT	6102	CT - Hartford	57	$23,753.66 	$8,891.61 	$7,524.05 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70028	ST VINCENT'S MEDICAL CENTER	2800 MAIN ST	BRIDGEPORT	CT	6606	CT - Bridgeport	20	$17,413.75 	$7,815.20 	$6,917.60 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70033	DANBURY HOSPITAL	24 HOSPITAL AVE	DANBURY	CT	6810	CT - New Haven	34	$21,274.47 	$7,875.05 	$6,294.47 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70034	NORWALK HOSPITAL ASSOCIATION	24 STEVENS STREET	NORWALK	CT	6856	CT - Bridgeport	16	$22,336.68 	$8,566.43 	$6,469.56 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	70035	HOSPITAL OF CENTRAL CONNECTICUT, THE	100 GRAND STREET	NEW BRITAIN	CT	6050	CT - Hartford	12	$19,812.50 	$7,623.25 	$6,871.25 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	80001	CHRISTIANA CARE HEALTH SERVICES, INC.	4755 OGLETOWN-STANTON ROAD	NEWARK	DE	19718	DE - Wilmington	90	$14,336.66 	$7,494.76 	$6,071.21 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	80004	BAYHEALTH - KENT GENERAL HOSPITAL	640 S STATE STREET	DOVER	DE	19901	DE - Wilmington	13	$18,353.30 	$6,672.69 	$5,550.53 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	80007	BEEBE MEDICAL CENTER	424 SAVANNAH RD	LEWES	DE	19958	MD - Salisbury	41	$39,209.60 	$7,217.19 	$5,536.21 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	90001	GEORGE WASHINGTON UNIV HOSPITAL	900 23RD ST NW	WASHINGTON	DC	20037	DC - Washington	11	$57,137.45 	$10,582.81 	$8,871.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	90004	GEORGETOWN UNIVERSITY HOSPITAL	3800 RESERVOIR RD	WASHINGTON	DC	20007	DC - Washington	14	$48,336.14 	$9,479.57 	$8,680.14 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	90011	WASHINGTON HOSPITAL CENTER	110 IRVING ST NW	WASHINGTON	DC	20010	DC - Washington	22	$36,636.04 	$8,419.54 	$6,781.31 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100002	BETHESDA MEMORIAL HOSPITAL	2815 S SEACREST BLVD	BOYNTON BEACH	FL	33435	FL - Fort Lauderdale	23	$40,686.73 	$6,523.78 	$5,339.82 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100006	ORLANDO HEALTH	1414 S KUHL AVE	ORLANDO	FL	32806	FL - Orlando	40	$43,779.57 	$6,849.75 	$5,685.77 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100007	FLORIDA HOSPITAL	601 E ROLLINS ST	ORLANDO	FL	32803	FL - Orlando	93	$33,949.48 	$6,845.37 	$5,042.31 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100012	LEE MEMORIAL HOSPITAL	2776 CLEVELAND AVE	FORT MYERS	FL	33901	FL - Fort Myers	70	$31,951.05 	$6,382.40 	$4,921.15 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100017	HALIFAX HEALTH MEDICAL CENTER	303 N CLYDE MORRIS BLVD	DAYTONA BEACH	FL	32114	FL - Ormond Beach	55	$19,028.00 	$7,061.41 	$4,850.74 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100018	NAPLES COMMUNITY HOSPITAL	350 7TH ST N	NAPLES	FL	34102	FL - Fort Myers	51	$28,986.15 	$6,483.64 	$4,674.39 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100019	HOLMES REGIONAL MEDICAL CENTER	1350 S HICKORY ST	MELBOURNE	FL	32901	FL - Orlando	36	$27,803.88 	$6,449.05 	$4,001.66 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100023	CITRUS MEMORIAL HOSPITAL	502 HIGHLAND BLVD	INVERNESS	FL	34452	FL - Ocala	33	$23,012.81 	$5,354.00 	$4,369.87 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100025	SACRED HEART HOSPITAL	5151 N 9TH AVE	PENSACOLA	FL	32504	FL - Pensacola	53	$23,985.66 	$6,403.96 	$5,471.43 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100026	BAY MEDICAL CENTER	615 N BONITA AVE	PANAMA CITY	FL	32401	FL - Panama City	33	$21,907.90 	$5,837.63 	$4,520.21 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100028	PARRISH MEDICAL CENTER	951 N WASHINGTON AVE	TITUSVILLE	FL	32796	FL - Orlando	20	$33,542.95 	$5,709.10 	$4,701.50 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100034	MOUNT SINAI MEDICAL CENTER	4300 ALTON RD	MIAMI BEACH	FL	33140	FL - Miami	11	$35,185.81 	$7,558.90 	$6,092.63 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100035	MANATEE MEMORIAL HOSPITAL	206 2ND ST E	BRADENTON	FL	34208	FL - Bradenton	24	$45,774.58 	$6,301.66 	$5,253.87 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100038	MEMORIAL REGIONAL HOSPITAL	3501 JOHNSON ST	HOLLYWOOD	FL	33021	FL - Miami	14	$66,214.78 	$7,246.35 	$6,280.64 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100040	ST VINCENT'S MEDICAL CENTER	1 SHIRCLIFF WAY	JACKSONVILLE	FL	32204	FL - Jacksonville	88	$22,969.60 	$5,777.48 	$4,560.15 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100044	MARTIN MEMORIAL MEDICAL CENTER	200 SE HOSPITAL AVE	STUART	FL	34995	FL - Fort Lauderdale	54	$34,607.11 	$5,983.00 	$4,898.25 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100046	FLORIDA HOSPITAL ZEPHYRHILLS	7050 GALL BLVD	ZEPHYRHILLS	FL	33541	FL - Tampa	20	$39,643.55 	$5,570.00 	$4,619.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100047	CHARLOTTE REGIONAL MEDICAL CENTER	809 E MARION AVE	PUNTA GORDA	FL	33950	FL - Fort Myers	30	$33,495.60 	$5,422.00 	$4,594.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100049	HIGHLANDS REGIONAL MEDICAL CENTER	3600 S HIGHLANDS AVE	SEBRING	FL	33870	FL - Orlando	13	$51,589.38 	$5,754.38 	$4,148.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100052	WINTER HAVEN HOSPITAL	200 AVE F NE	WINTER HAVEN	FL	33881	FL - Orlando	30	$50,103.06 	$6,119.00 	$4,412.13 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100057	FLORIDA HOSPITAL WATERMAN	1000 WATERMAN WAY	TAVARES	FL	32778	FL - Orlando	28	$27,309.60 	$5,625.50 	$4,701.35 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100062	MUNROE REGIONAL MEDICAL CENTER	1500 SW 1ST AVE	OCALA	FL	34474	FL - Ocala	71	$37,153.53 	$5,530.19 	$4,290.47 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100067	ST ANTHONY'S HOSPITAL	1200 7TH AVENUE NORTH	SAINT PETERSBUR	FL	33705	FL - St. Petersburg	41	$26,828.19 	$5,689.87 	$4,704.51 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100068	FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER	301 MEMORIAL MEDICAL PARKWAY	DAYTONA BEACH	FL	32117	FL - Ormond Beach	56	$20,658.80 	$5,598.46 	$4,611.96 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100070	VENICE REGIONAL MEDICAL CENTER	540 THE RIALTO	VENICE	FL	34285	FL - Sarasota	49	$32,372.38 	$5,511.06 	$4,573.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100071	BROOKSVILLE REGIONAL HOSPITAL	17240 CORTEZ BLVD	BROOKSVILLE	FL	34601	FL - Hudson	17	$68,777.29 	$6,134.05 	$5,139.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100072	FLORIDA HOSPITAL FISH MEMORIAL	1055 SAXON BLVD	ORANGE CITY	FL	32763	FL - Orlando	16	$22,876.68 	$7,314.68 	$4,357.43 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100073	HOLY CROSS HOSPITAL INC	4725 N FEDERAL HWY	FORT LAUDERDALE	FL	33308	FL - Fort Lauderdale	19	$53,197.36 	$5,892.26 	$4,884.47 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100075	ST JOSEPH'S HOSPITAL	3001 W MARTIN LUTHER KING JR BLVD	TAMPA	FL	33677	FL - Tampa	27	$30,112.96 	$6,619.00 	$5,575.59 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100077	PEACE RIVER REGIONAL MEDICAL CENTER	2500 HARBOR BLVD	PORT CHARLOTTE	FL	33952	FL - Fort Myers	16	$39,059.62 	$5,840.75 	$4,931.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100084	LEESBURG REGIONAL MEDICAL CENTER	600 E DIXIE AVE	LEESBURG	FL	34748	FL - Orlando	66	$20,457.98 	$5,664.03 	$4,639.18 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100087	SARASOTA MEMORIAL HOSPITAL	1700 S TAMIAMI TRL	SARASOTA	FL	34239	FL - Sarasota	92	$26,361.33 	$5,689.80 	$4,666.79 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100088	BAPTIST MEDICAL CENTER	800 PRUDENTIAL DR	JACKSONVILLE	FL	32207	FL - Jacksonville	103	$21,729.69 	$6,745.63 	$4,615.54 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100090	FLAGLER HOSPITAL	400 HEALTH PARK BLVD	SAINT AUGUSTINE	FL	32086	FL - Jacksonville	51	$36,031.60 	$7,055.78 	$5,327.05 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100092	WUESTHOFF MEDICAL CENTER  ROCKLEDGE	110 LONGWOOD AVE	ROCKLEDGE	FL	32955	FL - Orlando	43	$31,092.09 	$5,847.81 	$4,480.62 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100093	BAPTIST HOSPITAL	1000 W MORENO ST	PENSACOLA	FL	32501	FL - Pensacola	24	$33,010.75 	$5,883.75 	$4,682.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100099	LAKE WALES MEDICAL CENTER	410 S 11TH ST	LAKE WALES	FL	33853	FL - Orlando	11	$70,446.09 	$5,519.63 	$4,596.36 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100105	INDIAN RIVER MEDICAL CENTER	1000 36TH ST	VERO BEACH	FL	32960	FL - Orlando	59	$15,572.64 	$6,288.79 	$4,932.86 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100109	FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER	4200 SUN N' LAKE BLVD	SEBRING	FL	33871	FL - Orlando	21	$30,826.04 	$5,874.57 	$4,962.76 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100110	OSCEOLA REGIONAL MEDICAL CENTER	700 WEST OAK STREET	KISSIMMEE	FL	34741	FL - Orlando	14	$63,901.78 	$7,020.85 	$5,243.42 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100113	SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA	1600 SW ARCHER RD	GAINESVILLE	FL	32610	FL - Gainesville	17	$32,075.35 	$9,370.64 	$7,588.52 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100118	FLORIDA HOSPITAL FLAGLER	60 MEMORIAL MEDICAL PKWY	PALM COAST	FL	32164	FL - Ormond Beach	13	$19,365.61 	$6,721.00 	$5,857.61 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100127	MORTON PLANT HOSPITAL	300 PINELLAS ST	CLEARWATER	FL	33756	FL - Clearwater	23	$31,148.91 	$6,010.13 	$4,453.39 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100128	TAMPA GENERAL HOSPITAL	1 TAMPA GENERAL CIRCLE	TAMPA	FL	33606	FL - Tampa	13	$71,877.84 	$7,833.23 	$6,788.30 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100131	AVENTURA HOSPITAL AND MEDICAL CENTER	20900 BISCAYNE BLVD	AVENTURA	FL	33180	FL - Miami	17	$66,666.76 	$6,341.05 	$5,414.47 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100135	TALLAHASSEE MEMORIAL HEALTHCARE	1300 MICCOSUKEE RD	TALLAHASSEE	FL	32308	FL - Tallahassee	27	$44,597.96 	$8,117.62 	$5,131.62 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100151	MAYO CLINIC	4500 SAN PABLO RD	JACKSONVILLE	FL	32224	FL - Jacksonville	31	$36,201.25 	$7,024.16 	$5,441.51 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100154	SOUTH MIAMI HOSPITAL, INC	6200 SW 73RD ST	SOUTH MIAMI	FL	33143	FL - Miami	16	$54,321.93 	$6,765.06 	$5,780.56 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100157	LAKELAND REGIONAL MEDICAL CENTER	1324 LAKELAND HILLS BLVD	LAKELAND	FL	33805	FL - Lakeland	38	$50,063.71 	$5,982.15 	$4,702.52 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100161	CENTRAL FLORIDA REGIONAL HOSPITAL	1401 W SEMINOLE BLVD	SANFORD	FL	32771	FL - Orlando	23	$57,357.34 	$6,204.91 	$4,499.86 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100166	DOCTORS HOSPITAL OF SARASOTA	5731 BEE RIDGE RD	SARASOTA	FL	34233	FL - Sarasota	20	$35,750.15 	$5,418.00 	$4,402.40 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100168	BOCA RATON REGIONAL HOSPITAL	800 MEADOWS RD	BOCA RATON	FL	33486	FL - Fort Lauderdale	27	$26,130.25 	$5,820.00 	$4,781.33 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100173	FLORIDA HOSPITAL TAMPA	3100 E FLETCHER AVE	TAMPA	FL	33613	FL - Tampa	15	$55,000.00 	$8,229.13 	$4,440.40 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100176	PALM BEACH GARDENS MEDICAL CENTER	3360 BURNS RD	PALM BEACH GARD	FL	33410	FL - Fort Lauderdale	49	$39,472.79 	$5,826.00 	$4,863.55 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100179	MEMORIAL HOSPITAL JACKSONVILLE	3625 UNIVERSITY BLVD S	JACKSONVILLE	FL	32216	FL - Jacksonville	36	$48,574.91 	$5,917.97 	$4,458.33 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100191	MEDICAL CENTER OF TRINITY	9330 SR 54	TRINITY	FL	34655	FL - Hudson	11	$60,800.00 	$5,560.54 	$4,646.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	6500 NEWBERRY RD	GAINESVILLE	FL	32605	FL - Gainesville	108	$50,730.63 	$5,906.22 	$4,624.00 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100211	PASCO REGIONAL MEDICAL CENTER	13100 FT KING ROAD	DADE CITY	FL	33525	FL - Tampa	11	$47,339.72 	$5,702.36 	$4,890.72 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100212	OCALA REGIONAL MEDICAL CENTER	1431 SW 1ST AVE	OCALA	FL	34478	FL - Ocala	88	$40,038.31 	$5,344.64 	$4,328.48 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100213	BLAKE MEDICAL CENTER	2020 59TH ST W	BRADENTON	FL	34209	FL - Bradenton	35	$36,896.17 	$5,417.00 	$4,454.94 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100217	SEBASTIAN RIVER MEDICAL CENTER	13695 US HWY 1	SEBASTIAN	FL	32978	FL - Orlando	12	$54,725.91 	$6,160.16 	$4,466.91 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100220	GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM	13681 DOCTOR'S WAY	FORT MYERS	FL	33912	FL - Fort Myers	76	$33,098.36 	$6,007.46 	$4,752.07 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100223	FORT WALTON BEACH MEDICAL CENTER	1000 MAR-WALT DR	FORT WALTON BEA	FL	32547	FL - Pensacola	24	$62,688.87 	$5,545.62 	$4,656.12 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100226	ORANGE PARK MEDICAL CENTER	2001 KINGSLEY AVE	ORANGE PARK	FL	32073	FL - Jacksonville	15	$68,158.20 	$5,829.60 	$4,852.80 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100231	WEST FLORIDA HOSPITAL	8383 N DAVIS HWY	PENSACOLA	FL	32514	FL - Pensacola	14	$65,676.42 	$5,325.50 	$4,357.50 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100232	PUTNAM COMMUNITY MEDICAL CENTER	611 ZEAGLER DR	PALATKA	FL	32177	FL - Gainesville	16	$15,778.50 	$6,010.68 	$5,030.18 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100236	FAWCETT MEMORIAL HOSPITAL	21298 OLEAN BLVD	PORT CHARLOTTE	FL	33952	FL - Fort Myers	75	$62,322.28 	$5,441.06 	$4,388.01 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100238	NORTHSIDE HOSPITAL	6000 49TH STREET N	SAINT PETERSBUR	FL	33709	FL - St. Petersburg	22	$73,122.77 	$5,953.00 	$5,241.36 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100242	GULF COAST MEDICAL CENTER	449 W 23RD ST	PANAMA CITY	FL	32405	FL - Panama City	22	$82,456.95 	$5,910.45 	$4,990.09 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100243	BRANDON REGIONAL HOSPITAL	119 OAKFIELD DR	BRANDON	FL	33511	FL - Tampa	23	$59,831.73 	$6,195.56 	$5,316.60 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100244	CAPE CORAL HOSPITAL	636 DEL PRADO BLVD	CAPE CORAL	FL	33990	FL - Fort Myers	25	$33,410.72 	$5,842.80 	$3,892.48 
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC	100246	LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE	1700 S 23RD ST	FORT PIERCE	FL	34950	FL - Orlando	50	$56,526.34 	$8,755.26 	$5,358.40 
